discriminator,generator
"[1.1016780138015747, 0.8809276223182678, 0.8498088717460632, 0.8672026991844177, 0.7717304229736328, 0.7176050543785095, 0.7176712155342102, 0.7470035552978516, 0.774000883102417, 0.7394663691520691, 0.7267976403236389, 0.7156333923339844, 0.7316937446594238, 0.7084079384803772, 0.7280635833740234, 0.7044380903244019, 0.7524121999740601, 0.7476781010627747, 0.7156509757041931, 0.7065342664718628, 0.7094128131866455, 0.7050532698631287, 0.7029160261154175, 0.73288893699646, 0.6997661590576172, 0.6878400444984436, 0.715609073638916, 0.7092155814170837, 0.7059735059738159, 0.7082623839378357]","[0.3826580047607422, 0.3881653845310211, 0.4451213777065277, 0.5341095924377441, 0.704755961894989, 0.8722273111343384, 1.0406521558761597, 1.06938636302948, 1.072978138923645, 0.9407655596733093, 0.7500508427619934, 0.7231627106666565, 0.6458202004432678, 0.6482675671577454, 0.6874250769615173, 0.6839713454246521, 0.6824049353599548, 0.7360539436340332, 0.7359023094177246, 0.7605881690979004, 0.7783449292182922, 0.765426516532898, 0.7490978240966797, 0.7765101790428162, 0.7822471261024475, 0.8188467025756836, 0.7809297442436218, 0.7836717367172241, 0.7221890687942505, 0.7669143080711365]"
